claimed,revisit,state,policy,adoption,adoption_year,comments/notes
Grace,Grace,Missouri,lgbt_discrim_protect,0,,
Grace,Grace,Montana,lgbt_discrim_protect,0,,
Grace,Grace,Nebraska,lgbt_discrim_protect,1,2020,
Grace,Grace,Nevada,lgbt_discrim_protect,1,1999,
Grace,Grace,New Hampshire,lgbt_discrim_protect,1,1997,
Grace,Grace,New Jersey,lgbt_discrim_protect,1,1991,
Grace,Grace,New Mexico,lgbt_discrim_protect,1,2001,"state employees only 1985, all else 2003"
Grace,Grace,New York,lgbt_discrim_protect,1,2002,"state employees only 1987, else later"
Grace,Grace,North Carolina,lgbt_discrim_protect,0,,state employees only
Grace,Grace,North Dakota,lgbt_discrim_protect,1,2020,
Grace,Grace,Ohio,lgbt_discrim_protect,1,2021,"state employees only 1983, then expires 1999, then brought back 2007 expured in 2011, brought back 2011; all else 2021"
Grace,Grace,Oklahoma,lgbt_discrim_protect,0,,
Grace,Grace,Oregon,lgbt_discrim_protect,1,2007,"state employees only 1987, all else 2007"
Grace,Grace,Pennsylvania,lgbt_discrim_protect,1,2018,"state employees only, all else 2018"
Grace,Grace,Rhode Island,lgbt_discrim_protect,1,1995,"state employees only 1985, all else 1995"
Grace,Grace,South Carolina,lgbt_discrim_protect,0,,
Grace,Grace,South Dakota,lgbt_discrim_protect,0,,
Grace,Grace,Tennessee,lgbt_discrim_protect,0,,
Grace,Grace,Texas,lgbt_discrim_protect,1,2021,court interpretation
Grace,Grace,Utah,lgbt_discrim_protect,1,2015,
Grace,Grace,Vermont,lgbt_discrim_protect,1,1992,
Grace,Grace,Virginia,lgbt_discrim_protect,1,2020,"state employees only, rescinded 2010, brought back 2014"
Grace,Grace,Washington,lgbt_discrim_protect,1,2002,state employees only; all else 2002
Grace,Grace,West Virginia,lgbt_discrim_protect,0,,
Grace,Grace,Wisconsin,lgbt_discrim_protect,1,1982,
Grace,Grace,Wyoming,lgbt_discrim_protect,0,,
Avery,,Alabama,surgery_require_genderchange,0,,
Avery,,Alaska,surgery_require_genderchange,1,1992,
Avery,,Arizona,surgery_require_genderchange,0,,
Avery,,Arkansas,surgery_require_genderchange,1,,
Avery,,California,surgery_require_genderchange,1,2006,
Avery,,Colorado,surgery_require_genderchange,1,1995,
Avery,,Connecticut,surgery_require_genderchange,0,,
Avery,,Delaware,surgery_require_genderchange,0,,
Avery,,Florida,surgery_require_genderchange,0,,
Avery,,Georgia,surgery_require_genderchange,1,2005,
Avery,,Hawaii,surgery_require_genderchange,0,,
Avery,,Idaho,surgery_require_genderchange,0,,
Avery,,Illinois,surgery_require_genderchange,0,,
Avery,,Indiana,surgery_require_genderchange,0,,
Avery,,Iowa,surgery_require_genderchange,1,2004,
Avery,,Kansas,surgery_require_genderchange,0,,
Avery,,Kentucky,surgery_require_genderchange,1,2005,
Avery,,Louisiana,surgery_require_genderchange,1,2006,
Avery,,Maine,surgery_require_genderchange,0,,
Avery,,Maryland,surgery_require_genderchange,0,,
Avery,,Massachusetts,surgery_require_genderchange,0,,
Avery,,Michigan,surgery_require_genderchange,0,,
Avery,,Minnesota,surgery_require_genderchange,0,,
Avery,,Mississippi,surgery_require_genderchange,0,,
Avery,,Missouri,surgery_require_genderchange,1,2006,
Avery,,Montana,surgery_require_genderchange,0,,
Avery,,Nebraska,surgery_require_genderchange,1,2005,
Avery,,Nevada,surgery_require_genderchange,0,,
Avery,,New Hampshire,surgery_require_genderchange,1,,
Avery,,New Jersey,surgery_require_genderchange,0,,
Avery,,New Mexico,surgery_require_genderchange,0,,
Avery,,New York,surgery_require_genderchange,0,,
Avery,,North Carolina,surgery_require_genderchange,0,,
Avery,,North Dakota,surgery_require_genderchange,0,,
Avery,,Ohio,surgery_require_genderchange,0,,
Avery,,Oklahoma,surgery_require_genderchange,0,,
Avery,,Oregon,surgery_require_genderchange,0,,
Avery,,Pennsylvania,surgery_require_genderchange,0,,
Avery,,Rhode Island,surgery_require_genderchange,0,,
Avery,,South Carolina,surgery_require_genderchange,0,,
Avery,,South Dakota,surgery_require_genderchange,0,,
Avery,,Tennessee,surgery_require_genderchange,0,,
Avery,,Texas,surgery_require_genderchange,0,,
Avery,,Utah,surgery_require_genderchange,1,2023,Allows an x
Avery,,Vermont,surgery_require_genderchange,0,,
Avery,,Virginia,surgery_require_genderchange,0,,
Avery,,Washington,surgery_require_genderchange,0,,
Avery,,West Virginia,surgery_require_genderchange,0,,
Avery,,Wisconsin,surgery_require_genderchange,1,2006,
Avery,,Wyoming,No_surgery_genderchange,0,,
Avery,,Alabama,No_surgery_genderchange,0,,
Avery,,Alaska,No_surgery_genderchange,1,,
Avery,,Arizona,No_surgery_genderchange,0,,
Avery,,Arkansas,No_surgery_genderchange,0,,
Avery,,California,No_surgery_genderchange,0,,
Avery,,Colorado,No_surgery_genderchange,0,,
Avery,,Connecticut,No_surgery_genderchange,0,,
Avery,,Delaware,No_surgery_genderchange,1,2017,
Avery,,Florida,No_surgery_genderchange,1,2018,
Avery,,Georgia,No_surgery_genderchange,0,,
Avery,,Hawaii,No_surgery_genderchange,1,2015,
Avery,,Idaho,No_surgery_genderchange,1,2020,
Avery,,Illinois,No_surgery_genderchange,0,,
Avery,,Indiana,No_surgery_genderchange,0,,
Avery,,Iowa,No_surgery_genderchange,0,,
Avery,,Kansas,No_surgery_genderchange,0,,
Avery,,Kentucky,No_surgery_genderchange,0,,
Avery,,Louisiana,No_surgery_genderchange,0,,
Avery,,Maine,No_surgery_genderchange,0,,
Avery,,Maryland,No_surgery_genderchange,1,2006,
Avery,,Massachusetts,No_surgery_genderchange,1,2006,
Avery,,Michigan,No_surgery_genderchange,0,,
Avery,,Minnesota,No_surgery_genderchange,1,2006,
Avery,,Mississippi,No_surgery_genderchange,1,,Unclear if there are surgical requirements or not
Avery,,Missouri,No_surgery_genderchange,0,,
Avery,,Montana,No_surgery_genderchange,0,,
Avery,,Nebraska,No_surgery_genderchange,0,,
Avery,,Nevada,No_surgery_genderchange,0,,
Avery,,New Hampshire,No_surgery_genderchange,0,,
Avery,,New Jersey,No_surgery_genderchange,0,,
Avery,,New Mexico,No_surgery_genderchange,0,,
Avery,,New York,No_surgery_genderchange,0,,
Avery,,North Carolina,No_surgery_genderchange,1,2005,
Avery,,North Dakota,No_surgery_genderchange,0,,
Avery,,Ohio,No_surgery_genderchange,0,,
Avery,,Oklahoma,No_surgery_genderchange,0,,
Avery,,Oregon,No_surgery_genderchange,0,,
Avery,,Pennsylvania,No_surgery_genderchange,1,,
Avery,,Rhode Island,No_surgery_genderchange,0,,
Avery,,South Carolina,No_surgery_genderchange,1,,Unclear if there are sugrical requiremnts or not
Avery,,South Dakota,No_surgery_genderchange,1,,Unclear if there are sugrical requiremnts or not
Avery,,Tennessee,No_surgery_genderchange,0,,
Avery,,Texas,No_surgery_genderchange,1,,Unclear if there are surgical requirements or not
Avery,,Utah,No_surgery_genderchange,0,,
Avery,,Vermont,No_surgery_genderchange,0,,
Avery,,Virginia,No_surgery_genderchange,1,2020,
Avery,,Washington,No_surgery_genderchange,1,2019,
Avery,,West Virginia,No_surgery_genderchange,1,2020,Seems to be a mess in the courts 
Avery,,Wisconsin,No_surgery_genderchange,0,,
Avery,,Wyoming,No_surgery_genderchange,1,2004,Unclear if there are surgical requirments
Avery,,Alabama,Genderchange_x,0,,
Avery,,Alaska,Genderchange_x,0,,
Avery,,Arizona,Genderchange_x,0,,
Avery,,Arkansas,Genderchange_x,0,,
Avery,,California,Genderchange_x,1,2014,
Avery,,Colorado,Genderchange_x,1,2019,
Avery,,Connecticut,Genderchange_x,1,2015,
Avery,,Delaware,Genderchange_x,0,,
Avery,,Florida,Genderchange_x,0,,
Avery,,Georgia,Genderchange_x,0,,
Avery,,Hawaii,Genderchange_x,0,,
Avery,,Idaho,Genderchange_x,0,,
Avery,,Illinois,Genderchange_x,1,2020,
Avery,,Indiana,Genderchange_x,0,,
Avery,,Iowa,Genderchange_x,0,,
Avery,,Kansas,Genderchange_x,0,,
Avery,,Kentucky,Genderchange_x,0,,
Avery,,Louisiana,Genderchange_x,0,,
Avery,,Maine,Genderchange_x,1,2020,
Avery,,Maryland,Genderchange_x,0,,
Avery,,Massachusetts,Genderchange_x,1,2019,
Avery,,Michigan,Genderchange_x,1,2021,
Avery,,Minnesota,Genderchange_x,0,,
Avery,,Mississippi,Genderchange_x,0,,
Avery,,Missouri,Genderchange_x,0,,
Avery,,Montana,Genderchange_x,0,,
Avery,,Nebraska,Genderchange_x,0,,
Avery,,Nevada,Genderchange_x,1,2006,
Avery,,New Hampshire,Genderchange_x,0,,
Avery,,New Jersey,Genderchange_x,1,2018,
Avery,,New Mexico,Genderchange_x,1,2019,
Avery,,New York,Genderchange_x,1,2020,
Avery,,North Carolina,Genderchange_x,0,,
Avery,,North Dakota,Genderchange_x,0,,
Avery,,Ohio,Genderchange_x,1,2021,Unclear if there are surgical requirments
Avery,,Oklahoma,Genderchange_x,0,,
Avery,,Oregon,Genderchange_x,1,2017,
Avery,,Pennsylvania,Genderchange_x,0,,
Avery,,Rhode Island,Genderchange_x,1,2019,
Avery,,South Carolina,Genderchange_x,0,,
Avery,,South Dakota,Genderchange_x,0,,
Avery,,Tennessee,Genderchange_x,0,,
Avery,,Texas,Genderchange_x,0,,
Avery,,Utah,Genderchange_x,0,,
Avery,,Vermont,Genderchange_x,1,2022,
Avery,,Virginia,Genderchange_x,0,,
Avery,,Washington,Genderchange_x,1,2019,
Avery,,West Virginia,Genderchange_x,0,,
Avery,,Wisconsin,Genderchange_x,0,,
Avery,,Wyoming,Genderchange_x,0,,
Avery,,Alabama,No_genderchange,0,,
Avery,,Alaska,No_genderchange,0,,
Avery,,Arizona,No_genderchange,0,,
Avery,,Arkansas,No_genderchange,0,,
Avery,,California,No_genderchange,0,,
Avery,,Colorado,No_genderchange,0,,
Avery,,Connecticut,No_genderchange,0,,
Avery,,Delaware,No_genderchange,0,,
Avery,,Florida,No_genderchange,0,,
Avery,,Georgia,No_genderchange,0,,
Avery,,Hawaii,No_genderchange,0,,
Avery,,Idaho,No_genderchange,0,,
Avery,,Illinois,No_genderchange,0,,
Avery,,Indiana,No_genderchange,0,,
Avery,,Iowa,No_genderchange,0,,
Avery,,Kansas,No_genderchange,1,2023,
Avery,,Kentucky,No_genderchange,0,,
Avery,,Louisiana,No_genderchange,0,,
Avery,,Maine,No_genderchange,0,,
Avery,,Maryland,No_genderchange,0,,
Avery,,Massachusetts,No_genderchange,0,,
Avery,,Michigan,No_genderchange,0,,
Avery,,Minnesota,No_genderchange,0,,
Avery,,Mississippi,No_genderchange,0,,
Avery,,Missouri,No_genderchange,0,,
Avery,,Montana,No_genderchange,1,2022,"Problems in courts, keeps switching between being enforced or not, currently unenforced"
Avery,,Nebraska,No_genderchange,0,,
Avery,,Nevada,No_genderchange,0,,
Avery,,New Hampshire,No_genderchange,0,,
Avery,,New Jersey,No_genderchange,0,,
Avery,,New Mexico,No_genderchange,0,,
Avery,,New York,No_genderchange,0,,
Avery,,North Carolina,No_genderchange,0,,
Avery,,North Dakota,No_genderchange,1,2023,
Avery,,Ohio,No_genderchange,0,,
Avery,,Oklahoma,No_genderchange,1,2021,
Avery,,Oregon,No_genderchange,0,,
Avery,,Pennsylvania,No_genderchange,0,,
Avery,,Rhode Island,No_genderchange,0,,
Avery,,South Carolina,No_genderchange,0,,
Avery,,South Dakota,No_genderchange,0,,
Avery,,Tennessee,No_genderchange,1,2006,
Avery,,Texas,No_genderchange,0,,
Avery,,Utah,No_genderchange,0,,
Avery,,Vermont,No_genderchange,0,,
Avery,,Virginia,No_genderchange,0,,
Avery,,Washington,No_genderchange,0,,
Avery,,West Virginia,No_genderchange,0,,
Avery,,Wisconsin,No_genderchange,0,,
Avery,,Wyoming,No_genderchange,0,,
Molly,Molly,Alabama,relig_lib_protection_discrim,1,1998,"- Executive Order 733 (2023) to strengthen protections for religious liberty; ensures the enforcement of AL Religious Freedom Amendment (ratified 1998)
https://governor.alabama.gov/newsroom/2023/01/governor-ivey-issues-executive-order-to-promote-and-protect-religious-liberty-in-alabama/
- HB95 (2017) where healthcare providers are exempted from performing services related to abortion, sterilization, stem cell research if it violates their religious and ethical beliefs"
Molly,Molly,Alaska,relig_lib_protection_discrim,0,,
Molly,Molly,Arizona,relig_lib_protection_discrim,0,,- in state statutes of Religious freedom act passed in 2012
Molly,Molly,Arkansas,relig_lib_protection_discrim,1,2021,"- Medical Ethics and Diversity Act (2021) allows providers, health care workers, and hospitals to decline to provide services if they don't agree based on their religious or moral beliefs
- 2015 Conscience Protection Act/RFRA that was amended to be more restrictive in 2023 (HB1615), passed by both houses has yet to be signed by the governor (many view it as inviting discrimination)"
Molly,Molly,California,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,Colorado,relig_lib_protection_discrim,0,,
Molly,Molly,Connecticut,relig_lib_protection_discrim,0,,"- clergy right of recusal
- in state statutes for religious freedom (1994)"
Molly,Molly,Delaware,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,Florida,relig_lib_protection_discrim,0,,"- clergy right of recusal
- in state statutes for religious freedom (2023)"
Molly,Molly,Georgia,relig_lib_protection_discrim,0,,
Molly,Molly,Hawaii,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,Idaho,relig_lib_protection_discrim,0,,- in state statutes for religious freedom (2000)
Molly,Molly,Illinois,relig_lib_protection_discrim,0,,"- technically has a health care right of conscience act but it's confusing and was expanded for the purpose of forcing COVID vaccines, but the original bill from 1977 exists to shield doctors and pharmacists from liability for refusing to participate in abortions https://capitolnewsillinois.com/NEWS/pritzker-signs-health-care-right-of-conscience-change
- clergy right of recusal"
Molly,Molly,Indiana,relig_lib_protection_discrim,0,,
Molly,Molly,Iowa,relig_lib_protection_discrim,0,,
Molly,Molly,Kansas,relig_lib_protection_discrim,0,,
Molly,Molly,Kentucky,relig_lib_protection_discrim,0,,
Molly,Molly,Louisiana,relig_lib_protection_discrim,0,,
Molly,Molly,Maine,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,Maryland,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,Massachusetts,relig_lib_protection_discrim,0,,
Molly,Molly,Michigan,relig_lib_protection_discrim,0,,
Molly,Molly,Minnesota,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,Mississippi,relig_lib_protection_discrim,1,2016,"- HB1523 (aka Protecting Freedom of Conscience from Government Discrimination Act): state government will not punish people who refuse to provide services to people because of religious opposition to same-sex marriage, transgender people (2016); signed by gov, passed by legislature; it prevents gov from discriminating through taxes, fines, etc against person (individual, religious org, etc.) for religious convinctions involving sexuality and marriage (employers, landlords, marriage-related services, doctors who refuse counseling, GAC based on religious convictions). Also allows state employees to recuse themselves from licensing same sex marriages
- clergy right of recusal
- public official right of recusal"
Molly,Molly,Missouri,relig_lib_protection_discrim,0,,
Molly,Molly,Montana,relig_lib_protection_discrim,0,,
Molly,Molly,Nebraska,relig_lib_protection_discrim,0,,
Molly,Molly,Nevada,relig_lib_protection_discrim,0,,"- clergy right of recusal (2019, Joint Resolution)"
Molly,Molly,New Hampshire,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,New Jersey,relig_lib_protection_discrim,0,,
Molly,Molly,New Mexico,relig_lib_protection_discrim,0,,- Uniform Health-Care Decisions Act: health care providers may decline to comply with individual instruction or health care decision for reasons of conscience but it's unclear because the individual instruction thing seems to be in reaction to if a patient is unable to respond and someone else is giving orders
Molly,Molly,New York,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,North Carolina,relig_lib_protection_discrim,1,2015,"- right of recusal to weddings for public officials if it violates religious beliefs
https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_51/GS_51-5.5.html"
Molly,Molly,North Dakota,relig_lib_protection_discrim,0,,
Molly,Molly,Ohio,relig_lib_protection_discrim,1,2021,"- medical practicioner, health care institution, or health care payer has the freedom to decline to perform, participate in, or pay for any health care service which violates the practitioners, the institutions, and payer's conscience as informed by their moral, ethical, or religious beliefs"
Molly,Molly,Oklahoma,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,Oregon,relig_lib_protection_discrim,0,,
Molly,Molly,Pennsylvania,relig_lib_protection_discrim,0,,
Molly,Molly,Rhode Island,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,South Carolina,relig_lib_protection_discrim,1,2022,"- Medical Ethics and Diversity Act lets health care providers refuse nonemergency care that conflicts with their religious, moral, and ethical beliefs"
Molly,Molly,South Dakota,relig_lib_protection_discrim,0,,
Molly,Molly,Tennessee,relig_lib_protection_discrim,0,,
Molly,Molly,Texas,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,Utah,relig_lib_protection_discrim,0,2015,"- unclear, there might've been something but it has been invalidated?
- clergy right of recusal
- right of recusal for public officials"
Molly,Molly,Vermont,relig_lib_protection_discrim,0,,- clergy right of recusal
Molly,Molly,Virginia,relig_lib_protection_discrim,0,,"- as in the VA code, no gov entity can substantially burden person's free exercise of religion "
Molly,Molly,Washington,relig_lib_protection_discrim,0,,"- has a Uniform Health Care Decisions Act but it is less on morals than the other (to the point where it might not count)
- clergy right of recusal"
Molly,Molly,West Virginia,relig_lib_protection_discrim,0,,
Molly,Molly,Wisconsin,relig_lib_protection_discrim,0,,
Molly,Molly,Wyoming,relig_lib_protection_discrim,0,,
Grace,Grace,Alabama,preemption_discrim,0,,
Grace,Grace,Alaska,preemption_discrim,0,,
Grace,Grace,Arizona,preemption_discrim,0,,
Grace,Grace,Arkansas,preemption_discrim,1,2015,
Grace,Grace,California,preemption_discrim,0,,
Grace,Grace,Colorado,preemption_discrim,0,,
Grace,Grace,Connecticut,preemption_discrim,0,,
Grace,Grace,Delaware,preemption_discrim,0,,
Grace,Grace,Florida,preemption_discrim,1,2023,
Grace,Grace,Georgia,preemption_discrim,0,,
Grace,Grace,Hawaii,preemption_discrim,0,,
Grace,Grace,Idaho,preemption_discrim,0,,
Grace,Grace,Illinois,preemption_discrim,0,,
Grace,Grace,Indiana,preemption_discrim,0,,
Grace,Grace,Iowa,preemption_discrim,0,,
Grace,Grace,Kansas,preemption_discrim,0,,
Grace,Grace,Kentucky,preemption_discrim,0,,
Grace,Grace,Louisiana,preemption_discrim,0,,
Grace,Grace,Maine,preemption_discrim,0,,
Grace,Grace,Maryland,preemption_discrim,0,,
Grace,Grace,Massachusetts,preemption_discrim,0,,
Grace,Grace,Michigan,preemption_discrim,0,,
Grace,Grace,Minnesota,preemption_discrim,0,,
Grace,Grace,Mississippi,preemption_discrim,0,,
Grace,Grace,Missouri,preemption_discrim,1,2006,educational laws
Grace,Grace,Montana,preemption_discrim,0,,
Grace,Grace,Nebraska,preemption_discrim,0,,
Grace,Grace,Nevada,preemption_discrim,0,,
Grace,Grace,New Hampshire,preemption_discrim,0,,
Grace,Grace,New Jersey,preemption_discrim,0,,
Grace,Grace,New Mexico,preemption_discrim,0,,
Grace,Grace,New York,preemption_discrim,0,,
Grace,Grace,North Carolina,preemption_discrim,1,2016,now expired
Grace,Grace,North Dakota,preemption_discrim,1,2012,
Grace,Grace,Ohio,preemption_discrim,0,,
Grace,Grace,Oklahoma,preemption_discrim,0,,
Grace,Grace,Oregon,preemption_discrim,0,,
Grace,Grace,Pennsylvania,preemption_discrim,0,,
Grace,Grace,Rhode Island,preemption_discrim,0,,
Grace,Grace,South Carolina,preemption_discrim,0,,
Grace,Grace,South Dakota,preemption_discrim,1,2012,
Grace,Grace,Tennessee,preemption_discrim,1,2011,
Grace,Grace,Texas,preemption_discrim,0,,
Grace,Grace,Utah,preemption_discrim,0,,
Grace,Grace,Vermont,preemption_discrim,0,,
Grace,Grace,Virginia,preemption_discrim,0,,
Grace,Grace,Washington,preemption_discrim,0,,
Grace,Grace,West Virginia,preemption_discrim,0,,
Grace,Grace,Wisconsin,preemption_discrim,0,,
Grace,Grace,Wyoming,preemption_discrim,0,,
Grace,,Alabama,lgbt_discrim_protect2,0,,
Grace,,Alaska,lgbt_discrim_protect2,0,,
Grace,,Arizona,lgbt_discrim_protect2,0,,
Grace,,Arkansas,lgbt_discrim_protect2,0,,
Grace,,California,lgbt_discrim_protect2,0,,
Grace,,Colorado,lgbt_discrim_protect2,0,,
Grace,,Connecticut,lgbt_discrim_protect2,0,,
Grace,,Delaware,lgbt_discrim_protect2,0,,
Grace,,Florida,lgbt_discrim_protect2,0,,
Grace,,Georgia,lgbt_discrim_protect2,0,,
Grace,,Hawaii,lgbt_discrim_protect2,0,,
Grace,,Idaho,lgbt_discrim_protect2,0,,
Grace,,Illinois,lgbt_discrim_protect2,0,,
Grace,,Indiana,lgbt_discrim_protect2,0,,
Grace,,Iowa,lgbt_discrim_protect2,0,,
Grace,,Kansas,lgbt_discrim_protect2,0,,
Grace,,Kentucky,lgbt_discrim_protect2,0,,
Grace,,Louisiana,lgbt_discrim_protect2,0,,"state employees only, expired 1996 then brought back 2004 and expired 2008, brough back 2016 struck down 2017"
Grace,,Maine,lgbt_discrim_protect2,0,,
Grace,,Maryland,lgbt_discrim_protect2,0,,
Grace,,Massachusetts,lgbt_discrim_protect2,0,,
Grace,,Michigan,lgbt_discrim_protect2,0,,
Grace,,Minnesota,lgbt_discrim_protect2,0,,
Grace,,Mississippi,lgbt_discrim_protect2,0,,
