claimed,revisit,state,policy,adoption,adoption_year,comments/notes
Grace,,Missouri,lgbt_discrim_protect2,0,,
Grace,,Montana,lgbt_discrim_protect2,0,,
Grace,,Nebraska,lgbt_discrim_protect2,0,,
Grace,,Nevada,lgbt_discrim_protect2,0,,
Grace,,New Hampshire,lgbt_discrim_protect2,0,,
Grace,,New Jersey,lgbt_discrim_protect2,0,,
Grace,,New Mexico,lgbt_discrim_protect2,0,,
Grace,,New York,lgbt_discrim_protect2,0,,
Grace,,North Carolina,lgbt_discrim_protect2,0,,
Grace,,North Dakota,lgbt_discrim_protect2,0,,
Grace,,Ohio,lgbt_discrim_protect2,0,,
Grace,,Oklahoma,lgbt_discrim_protect2,0,,
Grace,,Oregon,lgbt_discrim_protect2,0,,
Grace,,Pennsylvania,lgbt_discrim_protect2,0,,
Grace,,Rhode Island,lgbt_discrim_protect2,0,,
Grace,,South Carolina,lgbt_discrim_protect2,0,,
Grace,,South Dakota,lgbt_discrim_protect2,0,,
Grace,,Tennessee,lgbt_discrim_protect2,0,,
Grace,,Texas,lgbt_discrim_protect2,0,,
Grace,,Utah,lgbt_discrim_protect2,0,,
Grace,,Vermont,lgbt_discrim_protect2,0,,
Grace,,Virginia,lgbt_discrim_protect2,0,,
Grace,,Washington,lgbt_discrim_protect2,0,,
Grace,,West Virginia,lgbt_discrim_protect2,0,,
Grace,,Wisconsin,lgbt_discrim_protect2,0,,
Grace,,Wyoming,lgbt_discrim_protect2,0,,
Grace,,Alabama,lgbt_discrim_expire_rescind,0,,
Grace,,Alaska,lgbt_discrim_expire_rescind,1,2022,
Grace,,Arizona,lgbt_discrim_expire_rescind,0,,
Grace,,Arkansas,lgbt_discrim_expire_rescind,0,,
Grace,,California,lgbt_discrim_expire_rescind,0,,
Grace,,Colorado,lgbt_discrim_expire_rescind,0,,
Grace,,Connecticut,lgbt_discrim_expire_rescind,0,,
Grace,,Delaware,lgbt_discrim_expire_rescind,0,,
Grace,,Florida,lgbt_discrim_expire_rescind,0,,
Grace,,Georgia,lgbt_discrim_expire_rescind,0,,
Grace,,Hawaii,lgbt_discrim_expire_rescind,0,,
Grace,,Idaho,lgbt_discrim_expire_rescind,0,,
Grace,,Illinois,lgbt_discrim_expire_rescind,0,,
Grace,,Indiana,lgbt_discrim_expire_rescind,0,,
Grace,,Iowa,lgbt_discrim_expire_rescind,0,,
Grace,,Kansas,lgbt_discrim_expire_rescind,0,,
Grace,,Kentucky,lgbt_discrim_expire_rescind,0,,
Grace,,Louisiana,lgbt_discrim_expire_rescind,0,,
Grace,,Maine,lgbt_discrim_expire_rescind,0,,
Grace,,Maryland,lgbt_discrim_expire_rescind,0,,
Grace,,Massachusetts,lgbt_discrim_expire_rescind,0,,
Grace,,Michigan,lgbt_discrim_expire_rescind,0,,
Grace,,Minnesota,lgbt_discrim_expire_rescind,0,,
Grace,,Mississippi,lgbt_discrim_expire_rescind,0,,
Grace,,Missouri,lgbt_discrim_expire_rescind,0,,
Grace,,Montana,lgbt_discrim_expire_rescind,0,,
Grace,,Nebraska,lgbt_discrim_expire_rescind,0,,
Grace,,Nevada,lgbt_discrim_expire_rescind,0,,
Grace,,New Hampshire,lgbt_discrim_expire_rescind,0,,
Grace,,New Jersey,lgbt_discrim_expire_rescind,0,,
Grace,,New Mexico,lgbt_discrim_expire_rescind,0,,
Grace,,New York,lgbt_discrim_expire_rescind,0,,
Grace,,North Carolina,lgbt_discrim_expire_rescind,0,,
Grace,,North Dakota,lgbt_discrim_expire_rescind,0,,
Grace,,Ohio,lgbt_discrim_expire_rescind,0,,
Grace,,Oklahoma,lgbt_discrim_expire_rescind,0,,
Grace,,Oregon,lgbt_discrim_expire_rescind,0,,
Grace,,Pennsylvania,lgbt_discrim_expire_rescind,0,,
Grace,,Rhode Island,lgbt_discrim_expire_rescind,0,,
Grace,,South Carolina,lgbt_discrim_expire_rescind,0,,
Grace,,South Dakota,lgbt_discrim_expire_rescind,0,,
Grace,,Tennessee,lgbt_discrim_expire_rescind,0,,
Grace,,Texas,lgbt_discrim_expire_rescind,0,,
Grace,,Utah,lgbt_discrim_expire_rescind,0,,
Grace,,Vermont,lgbt_discrim_expire_rescind,0,,
Grace,,Virginia,lgbt_discrim_expire_rescind,0,,
Grace,,Washington,lgbt_discrim_expire_rescind,0,,
Grace,,West Virginia,lgbt_discrim_expire_rescind,0,,
Grace,,Wisconsin,lgbt_discrim_expire_rescind,0,,
Grace,,Wyoming,lgbt_discrim_expire_rescind,0,,
Grace,,Alabama,lgbt_discrim_protect3,0,,
Grace,,Alaska,lgbt_discrim_protect3,0,,
Grace,,Arizona,lgbt_discrim_protect3,0,,
Grace,,Arkansas,lgbt_discrim_protect3,0,,
Grace,,California,lgbt_discrim_protect3,0,,
Grace,,Colorado,lgbt_discrim_protect3,0,,
Grace,,Connecticut,lgbt_discrim_protect3,0,,
Grace,,Delaware,lgbt_discrim_protect3,0,,
Grace,,Florida,lgbt_discrim_protect3,0,,
Grace,,Georgia,lgbt_discrim_protect3,0,,
Grace,,Hawaii,lgbt_discrim_protect3,0,,
Grace,,Idaho,lgbt_discrim_protect3,0,,
Grace,,Illinois,lgbt_discrim_protect3,0,,
Grace,,Indiana,lgbt_discrim_protect3,0,,
Grace,,Iowa,lgbt_discrim_protect3,0,,
Grace,,Kansas,lgbt_discrim_protect3,0,,
Grace,,Kentucky,lgbt_discrim_protect3,0,,
Grace,,Louisiana,lgbt_discrim_protect3,0,,
Grace,,Maine,lgbt_discrim_protect3,0,,
Grace,,Maryland,lgbt_discrim_protect3,0,,
Grace,,Massachusetts,lgbt_discrim_protect3,0,,
Grace,,Michigan,lgbt_discrim_protect3,0,,
Grace,,Minnesota,lgbt_discrim_protect3,0,,
Grace,,Mississippi,lgbt_discrim_protect3,0,,
Grace,,Missouri,lgbt_discrim_protect3,0,,
Grace,,Montana,lgbt_discrim_protect3,0,,
Grace,,Nebraska,lgbt_discrim_protect3,0,,
Grace,,Nevada,lgbt_discrim_protect3,0,,
Grace,,New Hampshire,lgbt_discrim_protect3,0,,
Grace,,New Jersey,lgbt_discrim_protect3,0,,
Grace,,New Mexico,lgbt_discrim_protect3,0,,
Grace,,New York,lgbt_discrim_protect3,0,,
Grace,,North Carolina,lgbt_discrim_protect3,0,,
Grace,,North Dakota,lgbt_discrim_protect3,0,,
Grace,,Ohio,lgbt_discrim_protect3,0,,
Grace,,Oklahoma,lgbt_discrim_protect3,0,,
Grace,,Oregon,lgbt_discrim_protect3,0,,
Grace,,Pennsylvania,lgbt_discrim_protect3,0,,
Grace,,Rhode Island,lgbt_discrim_protect3,0,,
Grace,,South Carolina,lgbt_discrim_protect3,0,,
Grace,,South Dakota,lgbt_discrim_protect3,0,,
Grace,,Tennessee,lgbt_discrim_protect3,0,,
Grace,,Texas,lgbt_discrim_protect3,0,,
Grace,,Utah,lgbt_discrim_protect3,0,,
Grace,,Vermont,lgbt_discrim_protect3,0,,
Grace,,Virginia,lgbt_discrim_protect3,0,,
Grace,,Washington,lgbt_discrim_protect3,0,,
Grace,,West Virginia,lgbt_discrim_protect3,0,,
Grace,,Wisconsin,lgbt_discrim_protect3,0,,
Grace,,Wyoming,lgbt_discrim_protect3,0,,
Grace,,Alabama,lgbt_discrim_expire_rescind2,0,,
Grace,,Alaska,lgbt_discrim_expire_rescind2,0,,
Grace,,Arizona,lgbt_discrim_expire_rescind2,0,,
Grace,,Arkansas,lgbt_discrim_expire_rescind2,0,,
Grace,,California,lgbt_discrim_expire_rescind2,0,,
Grace,,Colorado,lgbt_discrim_expire_rescind2,0,,
Grace,,Connecticut,lgbt_discrim_expire_rescind2,0,,
Grace,,Delaware,lgbt_discrim_expire_rescind2,0,,
Grace,,Florida,lgbt_discrim_expire_rescind2,0,,
Grace,,Georgia,lgbt_discrim_expire_rescind2,0,,
Grace,,Hawaii,lgbt_discrim_expire_rescind2,0,,
Grace,,Idaho,lgbt_discrim_expire_rescind2,0,,
Grace,,Illinois,lgbt_discrim_expire_rescind2,0,,
Grace,,Indiana,lgbt_discrim_expire_rescind2,0,,
Grace,,Iowa,lgbt_discrim_expire_rescind2,0,,
Grace,,Kansas,lgbt_discrim_expire_rescind2,0,,
Grace,,Kentucky,lgbt_discrim_expire_rescind2,0,,
Grace,,Louisiana,lgbt_discrim_expire_rescind2,0,,
Grace,,Maine,lgbt_discrim_expire_rescind2,0,,
Grace,,Maryland,lgbt_discrim_expire_rescind2,0,,
Grace,,Massachusetts,lgbt_discrim_expire_rescind2,0,,
Grace,,Michigan,lgbt_discrim_expire_rescind2,0,,
Grace,,Minnesota,lgbt_discrim_expire_rescind2,0,,
Grace,,Mississippi,lgbt_discrim_expire_rescind2,0,,
Grace,,Missouri,lgbt_discrim_expire_rescind2,0,,
Grace,,Montana,lgbt_discrim_expire_rescind2,0,,
Grace,,Nebraska,lgbt_discrim_expire_rescind2,0,,
Grace,,Nevada,lgbt_discrim_expire_rescind2,0,,
Grace,,New Hampshire,lgbt_discrim_expire_rescind2,0,,
Grace,,New Jersey,lgbt_discrim_expire_rescind2,0,,
Grace,,New Mexico,lgbt_discrim_expire_rescind2,0,,
Grace,,New York,lgbt_discrim_expire_rescind2,0,,
Grace,,North Carolina,lgbt_discrim_expire_rescind2,0,,
Grace,,North Dakota,lgbt_discrim_expire_rescind2,0,,
Grace,,Ohio,lgbt_discrim_expire_rescind2,0,,
Grace,,Oklahoma,lgbt_discrim_expire_rescind2,0,,
Grace,,Oregon,lgbt_discrim_expire_rescind2,0,,
Grace,,Pennsylvania,lgbt_discrim_expire_rescind2,0,,
Grace,,Rhode Island,lgbt_discrim_expire_rescind2,0,,
Grace,,South Carolina,lgbt_discrim_expire_rescind2,0,,
Grace,,South Dakota,lgbt_discrim_expire_rescind2,0,,
Grace,,Tennessee,lgbt_discrim_expire_rescind2,0,,
Grace,,Texas,lgbt_discrim_expire_rescind2,0,,
Grace,,Utah,lgbt_discrim_expire_rescind2,0,,
Grace,,Vermont,lgbt_discrim_expire_rescind2,0,,
Grace,,Virginia,lgbt_discrim_expire_rescind2,0,,
Grace,,Washington,lgbt_discrim_expire_rescind2,0,,
Grace,,West Virginia,lgbt_discrim_expire_rescind2,0,,
Grace,,Wisconsin,lgbt_discrim_expire_rescind2,0,,
Grace,,Wyoming,lgbt_discrim_expire_rescind2,0,,
Scott,,Alabama,decrim_same_sex,1,2003,
Scott,,Alaska,decrim_same_sex,1,1980,
Scott,,Arizona,decrim_same_sex,1,2001,
Scott,,Arkansas,decrim_same_sex,1,2001,
Scott,,California,decrim_same_sex,1,1976,
Scott,,Colorado,decrim_same_sex,1,1972,
Scott,,Connecticut,decrim_same_sex,1,1971,
Scott,,Delaware,decrim_same_sex,1,1973,
Scott,,Florida,decrim_same_sex,1,2003,
Scott,,Georgia,decrim_same_sex,1,1998,
Scott,,Hawaii,decrim_same_sex,1,1973,
Scott,,Idaho,decrim_same_sex,1,2003,
Scott,,Illinois,decrim_same_sex,1,1962,
Scott,,Indiana,decrim_same_sex,1,1976,
Scott,,Iowa,decrim_same_sex,1,1978,
Scott,,Kansas,decrim_same_sex,1,2003,
Scott,,Kentucky,decrim_same_sex,1,1992,
Scott,,Louisiana,decrim_same_sex,1,2003,
Scott,,Maine,decrim_same_sex,1,1976,
Scott,,Maryland,decrim_same_sex,1,1999,
Scott,,Massachusetts,decrim_same_sex,1,1974,
Scott,,Michigan,decrim_same_sex,1,2003,
Scott,,Minnesota,decrim_same_sex,1,2001,
Scott,,Mississippi,decrim_same_sex,1,2003,
Scott,,Missouri,decrim_same_sex,1,2003,
Scott,,Montana,decrim_same_sex,1,1997,
Scott,,Nebraska,decrim_same_sex,1,1978,
Scott,,Nevada,decrim_same_sex,1,1993,
Scott,,New Hampshire,decrim_same_sex,1,1975,
Scott,,New Jersey,decrim_same_sex,1,1978,
Scott,,New Mexico,decrim_same_sex,1,1975,
Scott,,New York,decrim_same_sex,1,1980,
Scott,,North Carolina,decrim_same_sex,1,2003,
Scott,,North Dakota,decrim_same_sex,1,1973,
Scott,,Ohio,decrim_same_sex,1,1974,
Scott,,Oklahoma,decrim_same_sex,1,2003,
Scott,,Oregon,decrim_same_sex,1,1972,
Scott,,Pennsylvania,decrim_same_sex,1,1980,
Scott,,Rhode Island,decrim_same_sex,1,1998,
Scott,,South Carolina,decrim_same_sex,1,2003,
Scott,,South Dakota,decrim_same_sex,1,1977,
Scott,,Tennessee,decrim_same_sex,1,1996,
Scott,,Texas,decrim_same_sex,1,2003,
Scott,,Utah,decrim_same_sex,1,2003,
Scott,,Vermont,decrim_same_sex,1,1977,
Scott,,Virginia,decrim_same_sex,1,2003,
Scott,,Washington,decrim_same_sex,1,1976,
Scott,,West Virginia,decrim_same_sex,1,1976,
Scott,,Wisconsin,decrim_same_sex,1,1983,
Scott,,Wyoming,decrim_same_sex,1,1977,
Scott,,Alabama,sports_ban,1,2021,
Scott,,Alaska,sports_ban,1,2023,
Scott,,Arizona,sports_ban,1,2022,
Scott,,Arkansas,sports_ban,1,2021,
Scott,,California,sports_ban,0,,
Scott,,Colorado,sports_ban,0,,
Scott,,Connecticut,sports_ban,0,,
Scott,,Delaware,sports_ban,0,,
Scott,,Florida,sports_ban,1,2021,
Scott,,Georgia,sports_ban,0,,
Scott,,Hawaii,sports_ban,0,,
Scott,,Idaho,sports_ban,1,2020,
Scott,,Illinois,sports_ban,0,,
Scott,,Indiana,sports_ban,1,2022,
Scott,,Iowa,sports_ban,1,2022,
Scott,,Kansas,sports_ban,1,2023,
Scott,,Kentucky,sports_ban,1,2022,
Scott,,Louisiana,sports_ban,1,2022,
Scott,,Maine,sports_ban,0,,
Scott,,Maryland,sports_ban,0,,
Scott,,Massachusetts,sports_ban,0,,
Scott,,Michigan,sports_ban,0,,
Scott,,Minnesota,sports_ban,0,,
Scott,,Mississippi,sports_ban,1,2021,
Scott,,Missouri,sports_ban,1,2023,
Scott,,Montana,sports_ban,1,2021,
Scott,,Nebraska,sports_ban,0,,
Scott,,Nevada,sports_ban,0,,
Scott,,New Hampshire,sports_ban,0,,
Scott,,New Jersey,sports_ban,0,,
Scott,,New Mexico,sports_ban,0,,
Scott,,New York,sports_ban,0,,
Scott,,North Carolina,sports_ban,1,2023,
Scott,,North Dakota,sports_ban,1,2023,
Scott,,Ohio,sports_ban,1,2023,
Scott,,Oklahoma,sports_ban,1,2022,
Scott,,Oregon,sports_ban,0,,
Scott,,Pennsylvania,sports_ban,0,,
Scott,,Rhode Island,sports_ban,0,,
Scott,,South Carolina,sports_ban,1,2022,
Scott,,South Dakota,sports_ban,1,2022,
Scott,,Tennessee,sports_ban,1,2021,
Scott,,Texas,sports_ban,1,2021,
Scott,,Utah,sports_ban,1,2022,
Scott,,Vermont,sports_ban,0,,
Scott,,Virginia,sports_ban,0,,
Scott,,Washington,sports_ban,0,,
Scott,,West Virginia,sports_ban,1,2021,
Scott,,Wisconsin,sports_ban,0,,
Scott,,Wyoming,sports_ban,1,2023,
Scott,,Alabama,hate_crimeslgbt,0,,
Scott,,Alaska,hate_crimeslgbt,0,,
Scott,,Arizona,hate_crimeslgbt,0,,
Scott,,Arkansas,hate_crimeslgbt,0,,
Scott,,California,hate_crimeslgbt,1,1999,"first added orientation in 1987, expanded to gender identity in 1999"
Scott,,Colorado,hate_crimeslgbt,1,2005,
Scott,,Connecticut,hate_crimeslgbt,1,2005,"originally included sexual orientation in 1988, added gender identity in 2005"
Scott,,Delaware,hate_crimeslgbt,1,2013,"originally included sexual orientation in 1988, added gender identity in 2013"
Scott,,Florida,hate_crimeslgbt,0,,
Scott,,Georgia,hate_crimeslgbt,1,2020,"includes ""sex"" which has been interpreted to include both gender identity and orientation"
Scott,,Hawaii,hate_crimeslgbt,1,2003,"originally included sexual orientation in , added gender identity in 2003"
Scott,,Idaho,hate_crimeslgbt,0,,
Scott,,Illinois,hate_crimeslgbt,1,2015,originally included sexual orientation only 
Scott,,Indiana,hate_crimeslgbt,0,,
Scott,,Iowa,hate_crimeslgbt,0,,
Scott,,Kansas,hate_crimeslgbt,0,,
Scott,,Kentucky,hate_crimeslgbt,0,,
Scott,,Louisiana,hate_crimeslgbt,0,,
Scott,,Maine,hate_crimeslgbt,1,2005,originally included sexual orientation only
Scott,,Maryland,hate_crimeslgbt,1,2005,
Scott,,Massachusetts,hate_crimeslgbt,1,2011,added gender id later
Scott,,Michigan,hate_crimeslgbt,0,,
Scott,,Minnesota,hate_crimeslgbt,1,1993,
Scott,,Mississippi,hate_crimeslgbt,0,,
Scott,,Missouri,hate_crimeslgbt,1,1999,
Scott,,Montana,hate_crimeslgbt,0,,
Scott,,Nebraska,hate_crimeslgbt,0,,
Scott,,Nevada,hate_crimeslgbt,1,2013,
Scott,,New Hampshire,hate_crimeslgbt,1,2019,
Scott,,New Jersey,hate_crimeslgbt,1,2008,
Scott,,New Mexico,hate_crimeslgbt,1,2003,
Scott,,New York,hate_crimeslgbt,1,2019,
Scott,,North Carolina,hate_crimeslgbt,0,,
Scott,,North Dakota,hate_crimeslgbt,0,,
Scott,,Ohio,hate_crimeslgbt,0,,
Scott,,Oklahoma,hate_crimeslgbt,0,,
Scott,,Oregon,hate_crimeslgbt,1,2007,
Scott,,Pennsylvania,hate_crimeslgbt,0,,
Scott,,Rhode Island,hate_crimeslgbt,0,,
Scott,,South Carolina,hate_crimeslgbt,0,,
Scott,,South Dakota,hate_crimeslgbt,0,,
Scott,,Tennessee,hate_crimeslgbt,1,2019,state interprets to protect both
Scott,,Texas,hate_crimeslgbt,0,,
Scott,,Utah,hate_crimeslgbt,1,2019,
Scott,,Vermont,hate_crimeslgbt,1,1999,
Scott,,Virginia,hate_crimeslgbt,1,2020,
Scott,,Washington,hate_crimeslgbt,1,2009,
Scott,,West Virginia,hate_crimeslgbt,0,,
Scott,,Wisconsin,hate_crimeslgbt,0,,
Scott,,Wyoming,hate_crimeslgbt,0,,
Scott,,Alabama,hate_crimes_gayonly,0,,
Scott,,Alaska,hate_crimes_gayonly,0,,
Scott,,Arizona,hate_crimes_gayonly,1,1997,
Scott,,Arkansas,hate_crimes_gayonly,0,,
Scott,,California,hate_crimes_gayonly,0,,
Scott,,Colorado,hate_crimes_gayonly,0,,
Scott,,Connecticut,hate_crimes_gayonly,1,1988,added gender identity in 2005
Scott,,Delaware,hate_crimes_gayonly,1,1997,gender identity added in 2013
Scott,,Florida,hate_crimes_gayonly,1,1991,
Scott,,Georgia,hate_crimes_gayonly,0,,
Scott,,Hawaii,hate_crimes_gayonly,1,2001,adds gender identity in 2003
Scott,,Idaho,hate_crimes_gayonly,0,,
Scott,,Illinois,hate_crimes_gayonly,1,1990,gender identity added in 2015
Scott,,Indiana,hate_crimes_gayonly,0,,
Scott,,Iowa,hate_crimes_gayonly,1,1992,
Scott,,Kansas,hate_crimes_gayonly,1,1992,
Scott,,Kentucky,hate_crimes_gayonly,1,1998,
Scott,,Louisiana,hate_crimes_gayonly,1,1997,
Scott,,Maine,hate_crimes_gayonly,1,1989,added gender identity in 2005
Scott,,Maryland,hate_crimes_gayonly,0,,
Scott,,Massachusetts,hate_crimes_gayonly,1,1983,added gender id in 2011
Scott,,Michigan,hate_crimes_gayonly,0,,
Scott,,Minnesota,hate_crimes_gayonly,0,,
Scott,,Mississippi,hate_crimes_gayonly,0,,
Scott,,Missouri,hate_crimes_gayonly,0,,
Scott,,Montana,hate_crimes_gayonly,0,,
Scott,,Nebraska,hate_crimes_gayonly,1,1997,
Scott,,Nevada,hate_crimes_gayonly,1,1995,
Scott,,New Hampshire,hate_crimes_gayonly,1,1990,
Scott,,New Jersey,hate_crimes_gayonly,1,1990,
Scott,,New Mexico,hate_crimes_gayonly,0,,
Scott,,New York,hate_crimes_gayonly,1,2000,
Scott,,North Carolina,hate_crimes_gayonly,0,,
Scott,,North Dakota,hate_crimes_gayonly,0,,
Scott,,Ohio,hate_crimes_gayonly,0,,
Scott,,Oklahoma,hate_crimes_gayonly,0,,
Scott,,Oregon,hate_crimes_gayonly,1,1989,
Scott,,Pennsylvania,hate_crimes_gayonly,0,,
Scott,,Rhode Island,hate_crimes_gayonly,1,1998,
Scott,,South Carolina,hate_crimes_gayonly,0,,
Scott,,South Dakota,hate_crimes_gayonly,0,,
Scott,,Tennessee,hate_crimes_gayonly,1,2000,"only enumerates sexual orientation, state interprets gender identitty too"
Scott,,Texas,hate_crimes_gayonly,1,2001,
Scott,,Utah,hate_crimes_gayonly,0,,
Scott,,Vermont,hate_crimes_gayonly,0,,
Scott,,Virginia,hate_crimes_gayonly,0,,
Scott,,Washington,hate_crimes_gayonly,1,1993,
Scott,,West Virginia,hate_crimes_gayonly,0,,
Scott,,Wisconsin,hate_crimes_gayonly,1,1987,
Scott,,Wyoming,hate_crimes_gayonly,0,,
Scott,,Alabama,hate_crimes_nolgbt,1,1994,
Scott,,Alaska,hate_crimes_nolgbt,1,1982,
Scott,,Arizona,hate_crimes_nolgbt,0,,
Scott,,Arkansas,hate_crimes_nolgbt,0,,
Scott,,California,hate_crimes_nolgbt,0,,
Scott,,Colorado,hate_crimes_nolgbt,0,,
Scott,,Connecticut,hate_crimes_nolgbt,0,,
Scott,,Delaware,hate_crimes_nolgbt,0,,
Scott,,Florida,hate_crimes_nolgbt,0,,
Scott,,Georgia,hate_crimes_nolgbt,0,,
Scott,,Hawaii,hate_crimes_nolgbt,0,,
Scott,,Idaho,hate_crimes_nolgbt,1,1983,
Scott,,Illinois,hate_crimes_nolgbt,0,,
Scott,,Indiana,hate_crimes_nolgbt,0,,
Scott,,Iowa,hate_crimes_nolgbt,0,,
Scott,,Kansas,hate_crimes_nolgbt,0,,
Scott,,Kentucky,hate_crimes_nolgbt,0,,
Scott,,Louisiana,hate_crimes_nolgbt,0,,
Scott,,Maine,hate_crimes_nolgbt,0,,
Scott,,Maryland,hate_crimes_nolgbt,0,,
Scott,,Massachusetts,hate_crimes_nolgbt,0,,
Scott,,Michigan,hate_crimes_nolgbt,1,1988,
Scott,,Minnesota,hate_crimes_nolgbt,0,,
Scott,,Mississippi,hate_crimes_nolgbt,1,1994,
Scott,,Missouri,hate_crimes_nolgbt,0,,
Scott,,Montana,hate_crimes_nolgbt,1,1989,
Scott,,Nebraska,hate_crimes_nolgbt,0,,
Scott,,Nevada,hate_crimes_nolgbt,0,,
Scott,,New Hampshire,hate_crimes_nolgbt,0,,
Scott,,New Jersey,hate_crimes_nolgbt,0,,
Scott,,New Mexico,hate_crimes_nolgbt,0,,
Scott,,New York,hate_crimes_nolgbt,0,,
Scott,,North Carolina,hate_crimes_nolgbt,1,1991,
Scott,,North Dakota,hate_crimes_nolgbt,1,1973,
Scott,,Ohio,hate_crimes_nolgbt,1,1986,
Scott,,Oklahoma,hate_crimes_nolgbt,1,1987,
Scott,,Oregon,hate_crimes_nolgbt,0,,
Scott,,Pennsylvania,hate_crimes_nolgbt,1,1982,
Scott,,Rhode Island,hate_crimes_nolgbt,0,,
Scott,,South Carolina,hate_crimes_nolgbt,0,,
Scott,,South Dakota,hate_crimes_nolgbt,1,1993,
Scott,,Tennessee,hate_crimes_nolgbt,0,,
Scott,,Texas,hate_crimes_nolgbt,0,,
Scott,,Utah,hate_crimes_nolgbt,0,,
Scott,,Vermont,hate_crimes_nolgbt,0,,
Scott,,Virginia,hate_crimes_nolgbt,0,,
Scott,,Washington,hate_crimes_nolgbt,0,,
Scott,,West Virginia,hate_crimes_nolgbt,0,,
Scott,,Wisconsin,hate_crimes_nolgbt,0,,
Scott,,Wyoming,hate_crimes_nolgbt,0,,
Scott,,Alabama,conversion_ban,0,,
Scott,,Alaska,conversion_ban,0,,
Scott,,Arizona,conversion_ban,1,2023,
Scott,,Arkansas,conversion_ban,0,,
Scott,,California,conversion_ban,1,2012,
Scott,,Colorado,conversion_ban,1,2019,
Scott,,Connecticut,conversion_ban,1,2017,
Scott,,Delaware,conversion_ban,1,2018,
Scott,,Florida,conversion_ban,0,,
Scott,,Georgia,conversion_ban,0,,
Scott,,Hawaii,conversion_ban,1,2018,
Scott,,Idaho,conversion_ban,0,,
Scott,,Illinois,conversion_ban,1,2015,
Scott,,Indiana,conversion_ban,0,,
Scott,,Iowa,conversion_ban,0,,
Scott,,Kansas,conversion_ban,0,,
Scott,,Kentucky,conversion_ban,0,,
Scott,,Louisiana,conversion_ban,0,,
Scott,,Maine,conversion_ban,1,2019,
Scott,,Maryland,conversion_ban,1,2018,
Scott,,Massachusetts,conversion_ban,1,2019,
Scott,,Michigan,conversion_ban,1,2023,
Scott,,Minnesota,conversion_ban,1,2023,
Scott,,Mississippi,conversion_ban,0,,
Scott,,Missouri,conversion_ban,0,,
Scott,,Montana,conversion_ban,0,,
Scott,,Nebraska,conversion_ban,0,,
Scott,,Nevada,conversion_ban,1,2017,
Scott,,New Hampshire,conversion_ban,1,2018,
Scott,,New Jersey,conversion_ban,1,2013,
Scott,,New Mexico,conversion_ban,1,2017,
Scott,,New York,conversion_ban,1,2019,
Scott,,North Carolina,conversion_ban,1,2019,
Scott,,North Dakota,conversion_ban,1,2021,
Scott,,Ohio,conversion_ban,0,,
Scott,,Oklahoma,conversion_ban,0,,
Scott,,Oregon,conversion_ban,1,2015,
Scott,,Pennsylvania,conversion_ban,1,2022,
Scott,,Rhode Island,conversion_ban,1,2017,
Scott,,South Carolina,conversion_ban,0,,
Scott,,South Dakota,conversion_ban,0,,
Scott,,Tennessee,conversion_ban,0,,
Scott,,Texas,conversion_ban,0,,
Scott,,Utah,conversion_ban,1,2019,
Scott,,Vermont,conversion_ban,1,2016,
Scott,,Virginia,conversion_ban,1,2020,
Scott,,Washington,conversion_ban,1,2018,
Scott,,West Virginia,conversion_ban,0,,
Scott,,Wisconsin,conversion_ban,1,2021,
Scott,,Wyoming,conversion_ban,0,,